Model,MSE,RMSE,RMSLE,R2
MSE,9.119303512573243,3.0198141090350092,0.4423895653861486,0.022047817707061768
RMSE,9.107876873016357,3.0179241980947276,0.4375649274082515,0.02327319383621216
MAE,11.328487110137939,3.3657297030314792,0.47153420088384257,-0.21486459970474242
RMSLE,22.027766227722168,4.536564000125713,1.1763309030937301,-1.3622530102729797
Huber,9.823289680480958,3.134197353217854,0.4304522254140489,-0.05344748497009277
